Local_Authority,OA_code,NSSEC_tot,NSSEC_1HigherManProf,NSSEC_2LowerManProf,NSSEC_3Intermediate,NSSEC_4SmallAccount,NSSEC_5LowerSupTech,NSSEC_6SemiRoutine,NSSEC_7Routine,NSSEC_8NoneUnemp,NSSEC_9UnClassif
Waltham Forest,E00022069,292,10,56,30,43,30,44,46,30,3
Waltham Forest,E00022070,345,46,73,57,72,29,40,17,10,1
Waltham Forest,E00022071,354,68,64,40,92,17,39,21,4,9
Waltham Forest,E00022072,367,91,119,38,69,15,16,7,9,3
Waltham Forest,E00022073,248,29,56,26,54,19,27,25,11,1
Waltham Forest,E00022074,269,52,75,38,46,17,15,25,1,0
Waltham Forest,E00022075,401,68,90,81,50,55,27,26,4,0
Waltham Forest,E00022076,354,69,106,65,61,19,11,11,6,6
Waltham Forest,E00022077,315,38,84,26,41,12,55,38,20,1
Waltham Forest,E00022078,312,35,64,31,47,29,20,52,34,0
Waltham Forest,E00022079,271,10,110,2,41,11,27,15,51,4
Waltham Forest,E00022080,376,19,102,40,66,21,36,43,39,10
Waltham Forest,E00022082,338,16,97,46,51,23,40,44,9,12
Waltham Forest,E00022083,348,38,98,28,51,23,52,29,19,10
Waltham Forest,E00022084,351,25,66,25,76,17,45,53,41,3
Waltham Forest,E00022085,219,22,71,29,30,12,20,20,14,1
Waltham Forest,E00022086,319,23,50,19,63,36,35,46,45,2
Waltham Forest,E00022087,356,17,73,38,71,24,58,42,28,5
Waltham Forest,E00022088,464,65,123,64,64,30,44,35,18,21
Waltham Forest,E00022089,270,41,58,24,36,22,27,22,29,11
Waltham Forest,E00022090,362,37,94,69,40,28,30,28,32,4
Waltham Forest,E00022091,262,31,69,22,47,20,24,29,18,2
Waltham Forest,E00022092,331,46,57,31,39,16,80,34,22,6
Waltham Forest,E00022093,327,18,62,33,38,49,55,40,30,2
Waltham Forest,E00022094,374,55,71,20,101,20,33,42,24,8
Waltham Forest,E00022095,292,12,62,43,28,15,54,41,28,9
Waltham Forest,E00022096,287,33,59,25,50,21,16,56,16,11
Waltham Forest,E00022097,316,41,68,36,61,9,48,34,12,7
Waltham Forest,E00022098,321,52,88,36,52,28,22,20,23,0
Waltham Forest,E00022099,361,24,66,33,59,16,91,32,29,11
Waltham Forest,E00022100,407,34,77,42,89,46,40,33,37,9
Waltham Forest,E00022101,377,28,72,36,86,24,37,31,54,9
Waltham Forest,E00022102,344,30,64,42,49,38,55,34,22,10
Waltham Forest,E00022103,365,58,106,32,46,30,28,49,14,2
Waltham Forest,E00022104,263,28,63,33,22,15,36,45,13,8
Waltham Forest,E00022106,340,56,118,41,37,27,35,17,4,5
Waltham Forest,E00022107,383,41,116,48,67,12,42,40,7,10
Waltham Forest,E00022108,280,40,109,17,25,11,28,36,12,2
Waltham Forest,E00022109,310,21,61,38,64,25,41,27,25,8
Waltham Forest,E00022110,345,36,101,52,58,20,33,31,9,5
Waltham Forest,E00022111,241,34,55,32,34,14,32,22,11,7
Waltham Forest,E00022112,469,50,111,46,39,56,58,67,25,17
Waltham Forest,E00022113,319,49,67,28,62,34,37,30,4,8
Waltham Forest,E00022114,369,28,102,40,32,13,57,36,46,15
Waltham Forest,E00022115,282,35,60,52,38,21,23,43,6,4
Waltham Forest,E00022116,295,26,77,34,37,38,38,16,25,4
Waltham Forest,E00022117,380,38,62,35,47,30,66,67,22,13
Waltham Forest,E00022118,391,25,93,51,57,16,44,40,60,5
Waltham Forest,E00022119,432,25,56,27,74,47,57,59,56,31
Waltham Forest,E00022120,375,15,82,26,46,22,56,79,48,1
Waltham Forest,E00022121,435,39,98,54,101,12,64,40,13,14
Waltham Forest,E00022122,362,52,92,44,62,26,26,31,21,8
Waltham Forest,E00022123,333,55,60,33,35,33,44,32,33,8
Waltham Forest,E00022124,600,40,106,86,79,45,77,60,43,64
Waltham Forest,E00022125,192,11,47,31,44,6,28,14,11,0
Waltham Forest,E00022127,370,10,50,37,60,23,47,52,77,14
Waltham Forest,E00022128,391,7,43,25,69,36,69,78,35,29
Waltham Forest,E00022129,396,23,86,38,53,36,64,71,19,6
Waltham Forest,E00022130,342,12,57,28,56,24,44,63,56,2
Waltham Forest,E00022131,344,15,46,44,48,37,60,31,54,9
Waltham Forest,E00022132,315,8,60,32,58,19,55,59,21,3
Waltham Forest,E00022133,417,16,92,20,40,19,58,76,90,6
Waltham Forest,E00022134,322,25,50,34,38,15,45,65,45,5
Waltham Forest,E00022135,362,20,74,42,50,7,57,45,56,11
Waltham Forest,E00022136,322,22,56,35,68,25,36,42,27,11
Waltham Forest,E00022137,413,34,87,35,79,28,63,59,25,3
Waltham Forest,E00022138,363,14,88,32,46,35,62,53,25,8
Waltham Forest,E00022139,382,13,72,41,55,22,72,66,34,7
Waltham Forest,E00022140,322,29,90,16,44,24,30,48,26,15
Waltham Forest,E00022141,372,20,63,19,63,26,63,59,45,14
Waltham Forest,E00022142,285,17,62,40,61,10,38,36,13,8
Waltham Forest,E00022143,333,32,96,36,46,19,37,49,18,0
Waltham Forest,E00022144,340,43,84,32,66,28,57,20,10,0
Waltham Forest,E00022145,391,10,60,44,78,27,43,61,64,4
Waltham Forest,E00022146,333,29,70,27,69,35,53,31,15,4
Waltham Forest,E00022147,394,33,99,34,113,19,29,23,28,16
Waltham Forest,E00022148,325,14,61,45,81,29,26,27,39,3
Waltham Forest,E00022149,383,22,76,44,104,13,44,48,26,6
Waltham Forest,E00022150,179,4,30,14,19,15,40,24,20,13
Waltham Forest,E00022151,280,14,17,27,25,28,54,52,55,8
Waltham Forest,E00022152,259,34,64,23,57,15,23,24,14,5
Waltham Forest,E00022153,418,82,87,45,61,30,63,19,17,14
Waltham Forest,E00022154,496,84,141,46,80,32,44,50,12,7
Waltham Forest,E00022155,435,34,117,51,44,27,61,63,29,9
Waltham Forest,E00022156,409,64,92,23,59,34,44,67,19,7
Waltham Forest,E00022158,303,21,70,16,65,22,44,37,12,16
Waltham Forest,E00022159,524,37,109,57,52,29,70,70,82,18
Waltham Forest,E00022160,267,30,93,27,21,13,34,27,12,10
Waltham Forest,E00022161,243,19,54,45,42,1,25,34,23,0
Waltham Forest,E00022162,326,48,58,61,60,12,52,16,12,7
Waltham Forest,E00022163,304,48,93,32,35,22,7,38,21,8
Waltham Forest,E00022164,368,17,60,35,59,25,33,54,58,27
Waltham Forest,E00022165,319,97,83,33,41,10,22,13,4,16
Waltham Forest,E00022166,393,40,62,12,104,39,34,52,25,25
Waltham Forest,E00022167,255,31,39,22,31,23,31,38,20,20
Waltham Forest,E00022168,356,42,103,25,36,37,46,49,9,9
Waltham Forest,E00022169,370,59,68,52,51,22,55,30,12,21
Waltham Forest,E00022170,384,41,79,44,76,38,39,43,22,2
Waltham Forest,E00022171,483,28,95,40,102,28,31,96,37,26
Waltham Forest,E00022172,326,39,87,18,62,24,49,9,25,13
Waltham Forest,E00022173,417,30,107,37,61,32,57,34,40,19
Waltham Forest,E00022174,319,3,51,39,40,29,33,43,68,13
Waltham Forest,E00022175,261,51,60,12,45,17,38,29,5,4
Waltham Forest,E00022176,374,57,95,37,42,36,46,27,33,1
Waltham Forest,E00022177,365,46,103,34,53,27,37,40,7,18
Waltham Forest,E00022178,331,21,53,22,20,24,45,86,51,9
Waltham Forest,E00022181,249,23,104,25,23,5,23,17,27,2
Waltham Forest,E00022182,290,20,74,36,52,14,46,23,25,0
Waltham Forest,E00022183,275,34,82,33,53,5,26,22,11,9
Waltham Forest,E00022184,275,36,51,37,40,21,24,48,17,1
Waltham Forest,E00022185,337,39,103,24,68,6,35,28,30,4
Waltham Forest,E00022186,199,13,39,24,15,29,30,26,19,4
Waltham Forest,E00022187,349,46,89,31,41,20,43,40,25,14
Waltham Forest,E00022188,213,8,43,16,19,18,45,35,29,0
Waltham Forest,E00022189,327,36,70,20,60,31,41,36,17,16
Waltham Forest,E00022190,218,21,75,42,36,8,20,15,1,0
Waltham Forest,E00022191,376,54,101,49,37,26,55,23,21,10
Waltham Forest,E00022192,301,12,76,22,71,14,43,38,13,12
Waltham Forest,E00022193,303,13,54,44,70,27,31,30,24,10
Waltham Forest,E00022194,341,32,58,76,62,31,41,29,12,0
Waltham Forest,E00022195,415,43,105,50,82,25,26,57,20,7
Waltham Forest,E00022196,240,13,60,44,31,35,16,31,10,0
Waltham Forest,E00022197,368,9,76,38,92,35,57,37,13,11
Waltham Forest,E00022198,277,13,60,34,39,28,50,32,13,8
Waltham Forest,E00022199,406,27,55,45,84,29,61,65,33,7
Waltham Forest,E00022200,313,33,68,41,73,17,22,40,19,0
Waltham Forest,E00022201,272,11,37,34,35,23,61,34,35,2
Waltham Forest,E00022202,298,19,78,40,80,22,34,14,5,6
Waltham Forest,E00022203,263,10,60,56,47,19,22,34,14,1
Waltham Forest,E00022204,354,31,100,60,80,21,32,25,2,3
Waltham Forest,E00022205,388,46,90,76,39,32,37,47,14,7
Waltham Forest,E00022206,301,26,74,45,54,35,25,32,10,0
Waltham Forest,E00022207,402,61,108,67,48,37,47,24,5,5
Waltham Forest,E00022208,378,63,110,53,80,23,18,25,0,6
Waltham Forest,E00022209,319,24,73,38,60,25,56,42,1,0
Waltham Forest,E00022210,208,12,25,46,14,32,44,16,13,6
Waltham Forest,E00022211,351,50,55,65,71,30,42,25,13,0
Waltham Forest,E00022212,365,17,93,36,49,16,41,30,35,48
Waltham Forest,E00022213,331,42,88,36,93,17,11,32,12,0
Waltham Forest,E00022214,209,16,36,37,26,20,40,5,18,11
Waltham Forest,E00022215,295,35,79,31,46,19,35,26,6,18
Waltham Forest,E00022216,324,26,63,44,66,24,33,41,20,7
Waltham Forest,E00022217,231,8,77,26,25,21,19,36,14,5
Waltham Forest,E00022218,359,21,62,54,38,39,37,63,38,7
Waltham Forest,E00022219,420,75,56,57,53,35,68,41,30,5
Waltham Forest,E00022220,270,23,80,38,43,16,36,17,14,3
Waltham Forest,E00022221,333,25,76,62,57,22,31,39,9,12
Waltham Forest,E00022222,345,30,60,43,72,31,27,53,25,4
Waltham Forest,E00022223,266,7,32,30,36,9,67,55,30,0
Waltham Forest,E00022224,256,31,83,30,46,10,26,27,3,0
Waltham Forest,E00022225,352,4,43,61,49,21,60,61,50,3
Waltham Forest,E00022226,331,23,83,54,40,32,29,40,17,13
Waltham Forest,E00022227,338,37,41,59,62,30,30,57,15,7
Waltham Forest,E00022228,374,13,54,38,80,43,54,62,13,17
Waltham Forest,E00022229,514,18,63,41,133,41,91,52,30,45
Waltham Forest,E00022230,473,42,105,32,64,64,59,55,34,18
Waltham Forest,E00022231,365,16,61,47,56,43,35,49,51,7
Waltham Forest,E00022232,419,16,78,48,93,24,62,74,14,10
Waltham Forest,E00022233,437,24,94,22,69,20,46,106,52,4
Waltham Forest,E00022234,495,47,93,50,108,26,60,66,21,24
Waltham Forest,E00022235,388,20,67,76,41,18,64,52,41,9
Waltham Forest,E00022236,301,16,62,31,49,21,38,59,19,6
Waltham Forest,E00022237,391,14,46,59,67,24,78,56,18,29
Waltham Forest,E00022238,378,24,77,43,64,32,51,50,34,3
Waltham Forest,E00022239,425,45,79,51,98,19,67,37,22,7
Waltham Forest,E00022240,612,55,100,81,79,53,90,66,60,28
Waltham Forest,E00022241,331,7,97,37,59,12,43,26,13,37
Waltham Forest,E00022242,367,21,68,35,54,37,56,41,30,25
Waltham Forest,E00022243,345,26,55,44,50,21,59,69,18,3
Waltham Forest,E00022244,366,31,92,20,78,18,31,65,31,0
Waltham Forest,E00022245,484,35,72,60,72,47,58,69,49,22
Waltham Forest,E00022246,357,18,67,63,64,32,38,56,19,0
Waltham Forest,E00022247,350,34,48,23,61,19,45,72,38,10
Waltham Forest,E00022248,396,26,71,50,73,33,75,39,21,8
Waltham Forest,E00022249,364,36,80,27,86,19,35,39,33,9
Waltham Forest,E00022250,357,11,61,30,76,15,62,55,33,14
Waltham Forest,E00022251,185,6,49,23,35,12,20,21,15,4
Waltham Forest,E00022252,305,13,63,52,34,28,46,38,25,6
Waltham Forest,E00022253,403,18,36,33,70,37,69,85,46,9
Waltham Forest,E00022254,416,10,81,33,69,29,50,58,83,3
Waltham Forest,E00022255,331,15,82,55,41,31,26,43,24,14
Waltham Forest,E00022256,336,26,68,42,50,32,40,54,12,12
Waltham Forest,E00022257,226,16,39,21,29,13,52,27,18,11
Waltham Forest,E00022258,415,22,64,33,63,43,64,59,59,8
Waltham Forest,E00022259,476,58,69,82,95,39,40,56,30,7
Waltham Forest,E00022260,328,17,54,32,50,33,55,51,31,5
Waltham Forest,E00022261,486,12,56,18,85,81,65,106,43,20
Waltham Forest,E00022262,427,21,74,27,74,24,57,72,73,5
Waltham Forest,E00022263,272,13,42,29,25,16,63,42,38,4
Waltham Forest,E00022264,512,44,55,21,166,27,72,64,58,5
Waltham Forest,E00022265,386,43,67,29,88,46,43,32,32,6
Waltham Forest,E00022266,436,22,99,24,62,50,43,61,60,15
Waltham Forest,E00022267,319,25,73,32,54,11,33,48,25,18
Waltham Forest,E00022268,351,22,70,32,36,25,57,55,41,13
Waltham Forest,E00022269,515,48,69,161,74,40,47,31,33,12
Waltham Forest,E00022270,324,12,52,45,31,14,26,56,64,24
Waltham Forest,E00022271,400,23,76,46,80,24,60,34,46,11
Waltham Forest,E00022272,371,35,60,61,48,17,58,48,41,3
Waltham Forest,E00022273,451,20,78,68,60,66,68,45,21,25
Waltham Forest,E00022274,425,35,99,27,69,28,67,47,47,6
Waltham Forest,E00022275,453,25,93,68,59,14,60,69,51,14
Waltham Forest,E00022276,611,76,121,58,87,50,71,79,25,44
Waltham Forest,E00022277,363,27,81,56,46,31,27,24,42,29
Waltham Forest,E00022278,405,17,96,52,82,46,43,47,19,3
Waltham Forest,E00022279,370,38,72,44,41,28,56,46,20,25
Waltham Forest,E00022280,388,27,69,28,69,13,77,50,45,10
Waltham Forest,E00022281,378,22,29,37,52,77,47,41,54,19
Waltham Forest,E00022287,560,16,89,45,63,42,133,67,103,2
Waltham Forest,E00022288,350,25,66,25,86,29,56,33,23,7
Waltham Forest,E00022289,428,23,100,51,82,35,60,41,34,2
Waltham Forest,E00022290,427,17,49,35,43,41,62,63,99,18
Waltham Forest,E00022291,524,32,102,65,113,23,97,59,26,7
Waltham Forest,E00022292,349,17,84,48,81,16,32,47,15,9
Waltham Forest,E00022293,259,21,61,23,47,17,38,29,18,5
Waltham Forest,E00022294,331,50,39,45,50,31,53,31,27,5
Waltham Forest,E00022295,414,26,76,84,67,33,50,35,20,23
Waltham Forest,E00022296,346,19,30,26,38,35,77,45,55,21
Waltham Forest,E00022297,325,35,66,22,50,13,43,25,38,33
Waltham Forest,E00022298,332,8,48,39,13,38,65,45,59,17
Waltham Forest,E00022299,328,17,48,37,53,23,43,43,44,20
Waltham Forest,E00022300,405,17,51,55,62,30,54,64,47,25
Waltham Forest,E00022301,408,19,32,24,67,37,62,61,102,4
Waltham Forest,E00022302,297,24,57,47,41,21,55,16,24,12
Waltham Forest,E00022303,245,14,48,30,54,10,25,21,19,24
Waltham Forest,E00022304,302,18,77,28,64,18,26,26,20,25
Waltham Forest,E00022305,462,51,74,59,118,33,47,47,21,12
Waltham Forest,E00022306,363,14,44,46,53,20,67,51,57,11
Waltham Forest,E00022307,572,129,179,51,93,27,45,29,10,9
Waltham Forest,E00022308,313,37,93,32,56,9,13,27,29,17
Waltham Forest,E00022309,428,42,89,62,50,28,61,50,37,9
Waltham Forest,E00022310,480,75,104,48,94,55,38,26,12,28
Waltham Forest,E00022311,352,61,122,32,76,20,6,23,10,2
Waltham Forest,E00022312,325,16,90,30,52,28,42,25,13,29
Waltham Forest,E00022313,319,50,62,34,36,21,38,28,32,18
Waltham Forest,E00022314,383,42,119,34,70,19,40,28,28,3
Waltham Forest,E00022316,370,37,76,52,41,42,37,37,38,10
Waltham Forest,E00022317,366,43,94,41,42,24,63,15,37,7
Waltham Forest,E00022318,366,59,64,31,51,20,43,58,27,13
Waltham Forest,E00022319,374,57,106,48,45,18,23,42,18,17
Waltham Forest,E00022320,356,34,106,49,40,37,42,22,18,8
Waltham Forest,E00022321,253,47,61,18,33,12,33,21,22,6
Waltham Forest,E00022322,350,102,122,20,34,13,28,20,7,4
Waltham Forest,E00022323,365,71,83,23,65,43,30,27,17,6
Waltham Forest,E00022324,315,34,70,11,59,19,42,34,23,23
Waltham Forest,E00022325,317,31,105,40,41,15,33,18,23,11
Waltham Forest,E00022326,362,56,91,51,52,27,25,46,10,4
Waltham Forest,E00022327,388,40,80,66,51,27,62,26,21,15
Waltham Forest,E00022329,256,30,91,17,37,12,30,30,0,9
Waltham Forest,E00022330,203,16,64,42,16,22,20,15,8,0
Waltham Forest,E00022331,308,31,108,42,38,14,22,10,27,16
Waltham Forest,E00022332,342,59,76,41,29,11,46,37,37,6
Waltham Forest,E00022333,352,51,124,16,33,14,19,32,46,17
Waltham Forest,E00022334,320,71,119,43,22,10,12,21,9,13
Waltham Forest,E00022335,354,81,112,20,31,15,22,24,12,37
Waltham Forest,E00022336,326,60,81,32,49,26,39,17,18,4
Waltham Forest,E00022337,302,50,91,32,50,11,28,22,11,7
Waltham Forest,E00022338,389,82,95,27,62,36,32,16,31,8
Waltham Forest,E00022339,339,45,99,31,48,30,24,31,8,23
Waltham Forest,E00022340,290,43,90,28,37,34,19,12,19,8
Waltham Forest,E00022341,447,35,93,47,71,35,55,58,44,9
Waltham Forest,E00022342,342,11,49,32,43,16,77,73,37,4
Waltham Forest,E00022343,364,27,39,27,45,39,64,46,65,12
Waltham Forest,E00022344,396,23,71,37,64,28,82,50,31,10
Waltham Forest,E00022345,329,29,79,17,79,21,45,36,17,6
Waltham Forest,E00022346,404,39,72,43,109,27,43,33,28,10
Waltham Forest,E00022347,395,21,64,63,82,43,51,47,22,2
Waltham Forest,E00022348,404,45,84,45,97,16,38,35,35,9
Waltham Forest,E00022349,345,32,67,31,54,34,51,31,36,9
Waltham Forest,E00022350,404,22,63,54,82,25,65,62,20,11
Waltham Forest,E00022351,199,5,39,21,19,26,27,35,21,6
Waltham Forest,E00022352,427,62,98,35,48,43,61,28,32,20
Waltham Forest,E00022353,344,30,59,48,38,30,61,50,23,5
Waltham Forest,E00022354,493,59,77,40,119,58,36,70,19,15
Waltham Forest,E00022355,308,39,64,23,19,7,47,50,33,26
Waltham Forest,E00022356,605,30,68,77,133,40,71,74,81,31
Waltham Forest,E00022357,509,37,127,52,72,47,79,41,41,13
Waltham Forest,E00022358,419,29,80,52,86,17,54,52,41,8
Waltham Forest,E00022359,451,30,89,42,126,27,52,50,28,7
Waltham Forest,E00022360,396,50,82,40,77,22,55,28,35,7
Waltham Forest,E00022361,328,27,90,59,55,15,28,29,12,13
Waltham Forest,E00022362,505,24,122,81,89,30,56,42,59,2
Waltham Forest,E00022363,312,32,65,40,53,21,31,35,21,14
Waltham Forest,E00022364,378,41,89,26,72,34,36,45,33,2
Waltham Forest,E00022365,476,61,70,56,90,46,64,43,34,12
Waltham Forest,E00022366,438,60,101,46,35,71,34,58,29,4
Waltham Forest,E00022367,295,29,51,22,68,37,23,54,8,3
Waltham Forest,E00022368,555,47,92,40,130,37,68,87,29,25
Waltham Forest,E00022369,380,41,124,54,47,9,49,36,8,12
Waltham Forest,E00022370,331,38,60,55,75,17,30,39,9,8
Waltham Forest,E00022371,324,26,51,38,65,40,25,19,60,0
Waltham Forest,E00022372,317,14,79,33,79,12,48,45,5,2
Waltham Forest,E00022373,387,4,57,46,68,36,68,40,53,15
Waltham Forest,E00022374,321,22,51,18,50,5,45,62,48,20
Waltham Forest,E00022375,276,27,66,14,52,37,35,11,27,7
Waltham Forest,E00022376,359,28,46,58,75,26,41,42,43,0
Waltham Forest,E00022377,414,35,33,48,53,35,65,66,71,8
Waltham Forest,E00022378,361,58,98,47,76,36,17,28,1,0
Waltham Forest,E00022379,382,23,108,53,58,38,56,32,6,8
Waltham Forest,E00022380,341,39,86,33,71,38,38,30,2,4
Waltham Forest,E00022381,388,34,53,53,92,39,42,28,30,17
Waltham Forest,E00022382,265,9,49,50,42,17,48,22,19,9
Waltham Forest,E00022383,273,21,35,35,37,33,33,42,31,6
Waltham Forest,E00022384,308,31,66,39,55,21,33,25,23,15
Waltham Forest,E00022385,272,23,63,44,58,11,35,26,11,1
Waltham Forest,E00022386,359,44,94,57,57,34,40,25,8,0
Waltham Forest,E00022387,315,23,50,49,44,43,62,31,10,3
Waltham Forest,E00022388,375,32,94,76,64,24,35,35,8,7
Waltham Forest,E00022389,320,29,75,43,87,17,27,28,10,4
Waltham Forest,E00022390,239,16,67,31,18,13,47,18,29,0
Waltham Forest,E00022391,389,37,103,56,47,28,65,33,13,7
Waltham Forest,E00022392,333,26,77,29,107,30,35,23,1,5
Waltham Forest,E00022393,295,14,49,63,48,24,38,26,20,13
Waltham Forest,E00022394,368,42,73,45,78,34,39,35,22,0
Waltham Forest,E00022395,341,27,69,38,44,35,70,23,30,5
Waltham Forest,E00022396,356,27,68,58,61,31,39,44,18,10
Waltham Forest,E00022397,388,22,102,44,62,42,59,24,19,14
Waltham Forest,E00022398,334,19,101,51,57,15,32,43,9,7
Waltham Forest,E00022399,365,28,82,54,61,32,44,40,19,5
Waltham Forest,E00022400,376,47,66,65,76,19,34,40,23,6
Waltham Forest,E00022401,316,23,53,35,61,37,51,20,34,2
Waltham Forest,E00022402,387,3,76,35,34,57,54,59,56,13
Waltham Forest,E00022403,372,19,42,63,78,24,73,34,31,8
Waltham Forest,E00022404,415,24,64,43,31,20,68,99,54,12
Waltham Forest,E00022405,135,3,13,15,15,15,30,30,13,1
Waltham Forest,E00022406,294,13,47,33,55,28,46,28,37,7
Waltham Forest,E00022407,268,22,21,32,45,16,51,40,32,9
Waltham Forest,E00022408,340,38,93,43,75,37,5,42,5,2
Waltham Forest,E00022409,375,43,65,50,82,36,26,56,12,5
Waltham Forest,E00022410,346,21,96,31,66,20,57,29,16,10
Waltham Forest,E00022411,296,7,87,51,32,28,52,27,12,0
Waltham Forest,E00022412,467,28,81,42,88,54,70,46,49,9
Waltham Forest,E00022413,338,25,59,28,80,21,48,39,17,21
Waltham Forest,E00022414,590,41,157,49,102,39,66,54,74,8
Waltham Forest,E00022415,309,32,89,49,51,22,32,22,10,2
Waltham Forest,E00022416,234,38,79,42,23,17,9,13,7,6
Waltham Forest,E00022417,266,35,90,48,38,13,25,6,9,2
Waltham Forest,E00022418,264,45,93,16,43,5,31,22,8,1
Waltham Forest,E00022419,253,0,36,41,31,25,34,32,45,9
Waltham Forest,E00022420,427,18,97,27,49,19,68,60,70,19
Waltham Forest,E00022421,465,12,60,28,43,44,76,70,113,19
Waltham Forest,E00022422,368,20,52,48,41,28,59,63,47,10
Waltham Forest,E00022423,356,42,86,53,58,16,26,20,24,31
Waltham Forest,E00022424,423,60,57,47,75,50,42,33,45,14
Waltham Forest,E00022425,340,33,136,48,41,5,36,24,1,16
Waltham Forest,E00022426,375,23,50,31,65,29,68,53,56,0
Waltham Forest,E00022427,295,27,104,25,57,17,32,25,6,2
Waltham Forest,E00022428,214,39,67,45,11,10,16,17,7,2
Waltham Forest,E00022429,330,31,121,14,57,8,34,50,11,4
Waltham Forest,E00022430,449,48,100,33,82,32,49,63,25,17
Waltham Forest,E00022431,380,32,82,46,64,24,72,22,24,14
Waltham Forest,E00022432,404,52,106,41,62,49,42,28,12,12
Waltham Forest,E00022433,388,75,76,33,71,15,38,34,24,22
Waltham Forest,E00022434,278,31,59,42,25,39,31,43,8,0
Waltham Forest,E00022435,338,48,88,23,47,38,26,32,28,8
Waltham Forest,E00022436,347,25,100,38,58,27,39,36,15,9
Waltham Forest,E00022437,318,20,52,16,60,10,83,39,33,5
Waltham Forest,E00022438,524,48,92,63,104,54,58,44,44,17
Waltham Forest,E00022439,422,22,77,35,114,28,35,68,39,4
Waltham Forest,E00022440,343,23,58,38,52,32,56,46,27,11
Waltham Forest,E00022441,315,31,59,33,62,24,46,42,13,5
Waltham Forest,E00022442,278,35,72,40,56,28,23,15,9,0
Waltham Forest,E00022443,361,30,93,27,68,20,24,59,36,4
Waltham Forest,E00022444,380,63,91,36,39,26,59,33,19,14
Waltham Forest,E00022445,373,42,89,38,73,33,27,43,26,2
Waltham Forest,E00022446,336,44,74,36,68,13,42,37,17,5
Waltham Forest,E00022447,383,18,64,60,61,41,57,52,26,4
Waltham Forest,E00022448,260,41,88,22,29,17,12,26,21,4
Waltham Forest,E00022449,378,33,71,41,64,31,40,52,29,17
Waltham Forest,E00022450,372,39,73,44,62,26,32,49,39,8
Waltham Forest,E00022451,364,68,81,28,47,25,21,47,42,5
Waltham Forest,E00022452,299,18,53,31,38,22,66,21,39,11
Waltham Forest,E00022453,373,92,69,57,50,27,44,23,11,0
Waltham Forest,E00022454,334,29,100,33,39,37,36,36,24,0
Waltham Forest,E00022455,299,51,95,19,48,11,26,40,9,0
Waltham Forest,E00022456,293,10,61,44,40,20,33,62,11,12
Waltham Forest,E00022457,274,31,42,28,70,10,30,23,32,8
Waltham Forest,E00022458,283,46,45,24,56,11,45,25,26,5
Waltham Forest,E00022459,351,36,63,43,52,29,35,41,45,7
Waltham Forest,E00022460,383,15,74,38,34,33,54,62,49,24
Waltham Forest,E00022461,307,20,95,35,49,15,46,22,15,10
Waltham Forest,E00022462,349,20,43,22,36,28,38,47,59,56
Waltham Forest,E00022463,267,27,59,38,30,9,21,54,25,4
Waltham Forest,E00022464,349,30,35,29,42,19,47,48,88,11
Waltham Forest,E00022465,288,36,80,22,54,11,43,20,12,10
Waltham Forest,E00022466,282,46,98,29,42,20,9,28,6,4
Waltham Forest,E00022467,272,7,29,41,29,20,42,46,46,12
Waltham Forest,E00022468,315,10,69,31,38,5,68,51,34,9
Waltham Forest,E00022469,339,12,55,39,23,12,54,73,33,38
Waltham Forest,E00022470,229,25,55,20,23,13,28,43,13,9
Waltham Forest,E00022471,327,69,91,33,69,12,31,12,7,3
Waltham Forest,E00022472,289,13,44,16,48,21,65,38,30,14
Waltham Forest,E00022473,385,11,54,20,39,42,77,52,58,32
Waltham Forest,E00022474,416,64,130,39,79,41,24,21,18,0
Waltham Forest,E00022475,217,77,58,31,16,7,10,6,8,4
Waltham Forest,E00022476,415,22,80,63,81,36,41,52,20,20
Waltham Forest,E00022477,302,38,99,14,47,11,36,30,26,1
Waltham Forest,E00022478,488,68,132,36,88,45,51,43,19,6
Waltham Forest,E00022479,357,55,115,37,40,18,38,25,22,7
Waltham Forest,E00022480,397,14,80,47,32,21,28,133,38,4
Waltham Forest,E00022481,319,88,112,33,33,3,23,12,13,2
Waltham Forest,E00022482,355,47,75,58,62,35,29,36,11,2
